-----  Network Simulator Version    2.3 -------- 

Enter the number of messages to simulate: Packet loss probability [enter number between 0.0 and 1.0]: Packet corruption probability [0.0 for no corruption]: Packet out-of-order probability [0.0 for no out-of-order]: Average time between messages from sender's layer5 [ > 0.0]: Enter Level of tracing desired: Do you want actions randomized: (1 = yes, 0 = no)? Do you want Bidirectional: (1 = yes, 0 = no)? Input parameters:
Number of Messages = 1000  Lost Packet Prob. =   0.500
Corrupt Packet Prob. =   0.500  Out Of Order Prob. =   0.500
Ave. time between messages =    10.00  Trace level = 1
Randomize = 0  Bi-directional = 0

A:    1685.8605,  Layer 5 to 4  Message = dmbVx?4){peY2C7,~sh]
A:    1690.1308,  Layer 5 to 4  Message = y!(.4yAGMSY`flrx~'-3
A:    1701.2242,  Layer 5 to 4  Message = z4Ld{5ze|6Nf}7Og~8Ph
A:    1706.9988,  Layer 5 to 4  Message = {Gp;e0Y{NwCl7a,U~Js>
A:    1720.8747,  Layer 5 to 4  Message = |Y6qN+fC|Z7rO,gD~[8s
A:    1732.8411,  Layer 5 to 4  Message = }fZI7&raO},xgU32~m[J
A:    1752.8058,  Layer 5 to 4  Message = ~~~~~~~~~~~~~~~~~~~~
A:    1758.6718,  Layer 5 to 4  Message = !3EVhy->Pbs'2J[m~2DU
A:    1769.0383,  Layer 5 to 4  Message = ##i.Qt9]!Eh-Ps8[~Dg,
A:    1779.4792,  Layer 5 to 4  Message = $X$d:oFzQ(]3h>sJ~U,a
A:    1799.0773,  Layer 5 to 4  Message = %kS%$jR:#iQ9!hP8~gO7
A:    1804.5648,  Layer 5 to 4  Message = &}wq&e_XRLF?93-'~xrl
A:    1813.6894,  Layer 5 to 4  Message = '2=IT'kv$x:FQ]hs~,7C
A:    1830.8172,  Layer 5 to 4  Message = (Eb~=Z(6SpxLi(Eb~=Zw
A:    1836.7322,  Layer 5 to 4  Message = df(V'U&)%S$R2Q3P~O}N
A:    1851.2469,  Layer 5 to 4  Message = *jL.nP2r*6vX:z]>~aC%
A:    1859.5612,  Layer 5 to 4  Message = +|pdWK>2&+k_RF9-~rfY
